Title,Genre,Rating,Rating Count,Review Data
Muthirai,Romance,3,1,"Muthirai movie revolves around a tech-savvy criminal and his friend who is a smart-con guy. They (Nithin Sathya and Daniel Balaji) together plan and execute frauds of various kinds, including cyber-crimes. The film sometimes becomes hilarious too. A political assassination plan is also unfolding parallel to the story line, which is some way related to these youths. The movie involves perfect blend of action, romance and humour."
Sattapadi Kutram,Drama,0,0,"Sattappadi Kuttram is a revolutionary theme based subject which comes with a message to the society in which Seeman is playing the role of an advocate who fights hard to ensure that wrongdoers gets punishment as per the law. Ilayathalapathy Vijay will be playing a cameo role in this flick. Sathyaraj will play an intense role in this Sattapadi Kutram, which is being directed by S.A. Chandrasekar. The movie, which has music by Vijay Antony, also stars Vikranth, Harish Kalyan, Vasanth, Bhanu, Ishwarya, Jayashree and newcomer Komal Sharma."
Virattu,"Crime, Thriller",3,1,"Small-time crooks Sujiv and Sri get friendly with Ammu, an innocent young man carrying a huge sum in cash on a train. When Ammu's baggage becomes the target for a criminal and his gang, who are also on the train, the duo has to foil their plans."
Vizhithiru,,5,3,"Various people in different places, and dealing with diverse issues, come together and run for their lives in an unexpected situation."
Vengayam,,0,0,"A sub-inspector (Alexander) falls in love with a chirpy villager (Pavina). Meanwhile, fake godmen go missing in the village and he is asked to solve the case. What does a group of children have to do with this mystery?"
Ragalapuram,,0,0,"Velu, a cowardly cop with a family to support, is told that he has blood cancer and so, to get insurance and keep his family financially stable, he goes on a suicidal mission, by taking on criminals singlehandedly."
Madha Yaanai Koottam,Thriller,9.5,2,"Parthiban, the son of the late Jayakkodi Thevar, a powerful patriarch in Theni, accidentally kills the son of Veera Thevar, while trying to save his stepbrother. Now, Veera Thevar wants to avenge his son's death by murdering Kathir."
JK Enum Nanbanin Vaazhkai,,6.5,2,"After a party ends in traumatic fashion, the previously hedonistic JK begins to rethink his lifestyle and begins a quest for an honest yet quickly rewarding career to meet his family's needs."
Annakodi,Drama,4,1,"Annakodi (Karthika) falls in love with Kodiveeran (Lakshman Narayan), a lower caste man in a rural village. Meanwhile the evil local moneylender a womaniser has a son Sadaiyan (Manoj K Bharathi) who is impotent but wants to marry Annakodi and take revenge on her for spitting on his face. Things take a turn, the lovers are separated and Sadaiyan marries Annakodi, and his lecherous father lusts after her."
Sillunu Oru Sandhippu,Romance,3.5,2,"Ashok and Geetha fall in love and vow to get back together as adults when their parents force them apart. Years later, Ashok becomes engaged to Charu and the wedding plans go smoothly until Geetha suddenly returns to Ashok's life."
18 Vayasu,"Romance, Action",2,1,"8 Vayasu is all about a mentally unstable youngster, who falls in love. Be it happiness or anger, he has a unique way of expressing it. Whenever he is depressed, he takes on the behaviour of an animal that he sights first.It released on August 24, 2012 and received negative reviews."
Dhoni,"Drama, Family",5,6,"A 14 year old boy aspires to become an attacking wicketkeeper-batsman, where his father wants his son to become a MBA graduate."
Yogi,"Action, Drama",6.8,2,"For Yogi, assaults have become a daily routine, so much so that the sight of his latest victim, a heavily injured woman slumped in her car, leaves him untouched. But then he spots her baby on the back seat. Without a second thought, Yogi takes the completely defenseless creature along in a basket. Not even a machine gun pointed at his forehead could have had a stronger impact on his life; he feels threatened and seduced at the same time."
Muppozhudhum Un Karpanaigal,"Drama, Thriller, Romance",4.5,4,"A man falls in love with a beautiful girl, who also loves him. But later, after the man gets injured in a car accident, the truth about her identity is revealed."
Siddhu +2 1st Attempt,"Drama, Comedy, Romance",4,2,"Siddhu +2 is an Indian Tamil-language romance film written and directed by K. Bhagyaraj, starring his son Shanthnoo Bhagyaraj and newcomer Chandini Tamilarasan in lead roles. Bhagyaraj himself, comedian Ganja Karuppu, Rajesh, Seetha and Avinash essay supporting roles. The film is made simultaneously in Telugu as Love in Hyderabad, which, however, stars Kannada actress Aindrita Ray as the female lead and is directed by Mahesh Chandra.[2] The film released on 10 December 2010 and went to average at the box office"
Pokkisham,"Drama, Romance",6,2,"Pokkisham (Tamil: பொக்கிஷம், Pokkiṣam ?, English: Treasure) is a 2009 Tamil-language film directed by Cheran. The feature flopped miserably the box office compared to Cheran's previous work, Autograph due to the slow pace of the movie. Movie dubbed by Meena and Prasanna.  This movie's concept was partially taken from the 1995 romantic Hollywood film The Bridges of Madison County, directed by Clint Eastwood."
Pillayar Theru Kadaisi Veedu,"Comedy, Romance",3,2,"Pillaiyar Theru Kadaisi Veedu is a Tamil-language romantic comedy drama film written and directed by newcomer Thirumalai Kishore, starring Githan Ramesh in the lead role as a T. Rajendar fan, while Sanchita Padukone and Telugu actress Suhasini, making her Tamil film debut, play lead female characters, with Jayaprakash, Prakash Raj, comedian Soori and Ilavarasu essaying supporting roles. The film, produced by Ramesh's home production Super Good Films, has music scored by Telugu composer Chakri in his debut Tamil film."
Vaada,"Action, Comedy",5,1,Vaada film Sundar C and Sheryl Brindo in lead. Sundar C is essaying the role of a person who avenges the person who has spoilt his life. Sheryl Pinto acts as an ardent fan of MGR and she feels her husband Sundar C should also be like him. Both of them dance for the song Enakku Needhan MGR Unakku Naan Dhan Saroja Devi.
Thiruthani,"Action, Romance",3.3,3,Thiruthani Movie story is about a youth who is very selfish and self centered.
Thennavan,"Drama, Action",2.5,2,"Thennavan, a successful bureaucrat, is appointed as the Chief Election Commissioner of the country by the Prime Minister himself. But his radical plan to fix the electoral system goes wrong."
Dharmapuri,"Action, Drama",5.5,1,"Dharmapuri movie revolves around Sivaram (Vijayakanth) who lives in exile in Rameswaram with his parents, father Meiyappan (Vijaykumar) and mother Sumithra. Meiyappan is a sincere farmer and a head of a village in Dharmapuri.He strongly believes in traditional industry and encourages his fellow people to take up businesses like making clay pots and artifacts instead of selling their lands to large builders in cities, who want their lands for its rich sand soil. To gain confidence among his people, Meiyappan donates his 200 acres of land for the benefit of the village."
Sabari,Action,5,1,"Sabari goes on a 'revenge' mode and bumps off the rowdy elements, who are disturbing peace and tranquility in the city.From a serious cop to a caring doctor, it is a transformation for Captain Vijayakanth. But his mission remains the same and that is, eliminating the evil elements from the society.Seemingly inspired by Ramana, director Suresh has woven a script which suits Vijayakanth's new-found political image and gives him enough scope to flex his muscles and take on the baddies.A one-man army, Vijayakanth goes on a 'revenge' mode and bumps off the rowdy elements, who are..."
Velli Thirai,Drama,5.8,2,"Kannaiyan, a struggling actor, steals a script written by Saravanan and gains fame. Saravanan decides to make another movie but faces a lot of challenges when he is forced to cast Kannaiyan."
Thottal Poo Malarum,"Action, Romance",4.8,2,"A happy-go-lucky youngster falls in love with his wealthy classmate. However, the girl's mother is opposed to their relationship and arranges her wedding with a gangster's son."
Chakkara Viyugam,"Drama, Action",0,0,"Chakkara Viyugam: The Battle of The Brains (English: Wheel Strategy) is a drama Tamil film starring Nataraj of Naalai fame, Jayasurya one among the leading stars in malayalam cinema, Raaghav, and Daisy Bopanna. It is directed by Udayabanu Maheshwaran. A trailer was released in January 2008 and the film released in April 2008."
Malaikottai,Action,5.8,6,"A young man is granted conditional bail, which requires him to go to the Trichy police station. On his way there, he falls for a beautiful girl. When the girl lands up in trouble, he finds himself facing the wrath of powerful politicians."
Sivi,Horror,0,0,A young photographer and his girlfriend accidentally kill a woman while coming back from a party. The ghost of the deceased woman later starts haunting the couple leading to some shocking revelations.
Dha Dha 87,"Action, Drama",0,0,"A happy-go-lucky guy, who falls in love in his locality, gets the shock of his life when she reveals her real identity to him."
143,"Family, Romance",0,0,"A carefree youngster moves to city for a better living upon his father's advice. There, he tries to win a girl's love in various ways. Will he succeed?"
Kutty,,0,0,"The film revolves around a young girl who is forced into child labour working for an urban family after a tragedy in her own family. Paavaadai (Nassar) is a potter living in a village in the outskirts of Madurai. Even though his profession is in a miserable condition, he has high hopes for his daughter Kannammaa (Baby Swetha) and raises her with much affection. Unfortunately, he dies in an accident and this forces Kannammaa to be sent to work for an urban family."
Thanga Meenkal,Drama,7.4,8,"Kalyani, a poor labourer, strives hard to make a living and provide for Chellamma, his innocent eight-year-old daughter."
Thavasi,Drama,5.4,5,A noble and just man makes the ultimate sacrifice after he imposes an unjust sentence on a male from a poor family.
Sringaram,Drama,0,0,"Follow the life of Madhura, a young woman who sets out on her journey to find her true identity."
Kanchivaram,Drama,7.3,7,"A poor silk weaver promises his wife to dress their newborn daughter in a silk saree for her marriage. Facing systemic oppression and the vicissitudes of his fortune, he struggles to keep his word."
Ponnar Shankar,"History, Action, Drama",4.8,2,"Ponnar Shankar is based on historical novel written by Kalangir M. Karunanidhi. Story is about the two warriors, both are brothers named Ponner and Sankar living in Kongu Nadu (present day Coimbatore, Erode etc..). This is a historical movie and these two warriors are even worshipped today at most of the above mentioned part of Tamil Nadu."
Ilakku,"Action, Drama",1,1,"A top cop (Madhusudhanan) with the help of a special team tries to arrest Veerappan (Navin) who is hiding in the forest. During the process, he kills a spy and therefore he is removed from the operation. He is moved into Police Training Academy."
Kathiruppor Pattiyal,"Romance, Comedy",5,1,"An RPF (Railway Protection Force) officer, who starts implementing stringent rules on railway passengers, spoils the plans of a youngster who is about to elope with his girlfriend. How does the latter escape from the officer’s custody?"
Tube Light,Comedy,6,1,"Following an accident, a young man starts suffering from an unusual disorder — he starts hearing things only after a delay! Can this ‘tubelight’ succeed in his romance?"
Thakka Thakka,"Thriller, Action, Drama",4.4,8,"Karthi's lover Indu is kidnapped by her uncle, who works as an underling to Paraman, a gangster. Meanwhile, Shiva, his friend, murders Paraman's brother, Bala, with whom he has a history. Now, the gangster is baying for blood..."
Kaalai,Action,5.1,5,"A man comes to the city, seeking revenge from another man for killing his grandmother. He begins to woo the man's daughter and when the time is right, abducts her and holds her hostage."
Paandi Oliperukki Nilayam,,5.5,1,Pandi Oliperukki Nilayam is a 2012 Tamil romantic comedy film written and directed by Rasu Madhuravan. The film will have Sabarish of Markandeyan fame and Sunaina in the lead roles. The movie was originally called Mike Set Pandi later renamed to Pandi Oli Perukki Nilayam.
Yaanai,"Action, Thriller",8,4,"A brash young man tries to prevent his wealthy, large family from being split up by their arch-nemesis, who wants to avenge his brother's death, which he blames on the family."
Ranga,"Thriller, Action",7,1,"A newly married couple goes to Manali for their honeymoon only to discover that the hotel they are staying in is secretly recording their clients' private moments and uploading them online. With the boss of the criminal operation on their heels, can they survive?"
Galtha,"Action, Drama",0,0,"After the dumping of waste in their area causes the death of many due to mosquitoes and unknown viruses, a brave individual steps up to fight against the system and incite a change for the well-being of his people."
Jayam Kondaan,"Action, Romance",5.3,5,"The film revolves around an Information technology professional, who returns to Chennai from London, to set up his own business. Follows the sibling relationship and the threat from the rowdy."
Kanni Raasi,,0,0,"The film is about the protagonist's aversion to a love marriage, that is not shared by the heroine, his neighbour."
Thavam,"Action, Drama",0,0,"An action film directed by R Vijay Anand and AR Suriya starring Seeman, Vasi Asif and Pooja Shree in the lead roles."
Aai,"Action, Comedy",4.2,3,Aei movie begins with Sakthivel (Sarath Kumar) selling electrical accessories along with his friend Palani (Vadivelu) leading a peaceful life at Palani. He comes across Anjali (Nameedha) and falls in love with her.Sakthivel's past is made to unfold in a flashback. He is a military officer who joins his friend Mani (Kalabhavan Mani) on a vacation. The duo decides to reform the society and cleanse the police department by taking as hostage a few corrupt police officers.
Rajamagal,"Drama, Family",0,0,
Kudimahaan,"Drama, Comedy",0,0,A middle-class man's life takes a turn when he faces issues related to drinking. Can his friends help him deal with his issues and get back to normal?
D3,"Crime, Thriller",0,0,"Vikram, an inspector from Kutralam, stumbles upon a string of bizarre accidents that all seem to follow a strange pattern. But as he digs deeper, he uncovers a medical crime that sends shockwaves through the place."
Sethum Aayiram Pon,"Drama, Family",6,3,"Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hangs heavy between them."
Butler Balu,"Comedy, Drama",0,0,"Butler Balu is a Tamil movie starring Yogi Babu, Robo Shankar and R Mayilsamy in prominent roles. It is a drama directed by Suthir ML."
Pagadi Attam,"Thriller, Crime, Drama",0,0,A top cop investigates the case of a missing youngster who is allegedly involved in romantic deception of girls.
Yaanai Mel Kuthirai Savaari,"Comedy, Romance",0,0,Yaanai Mel Kudhirai Savaari  is an upcoming comedy film directed &amp; written by Karuppaiah Murugan. Naan Kadavul Rajendiran &amp; Lollu Sabha Swaminathan play lead along with new comer Archana Singh.
Vinveli Payana Kurippugal,"Thriller, Comedy",0,0,A gangster decides to go on a trip to space and orders those under his 'protection' to cough up the amount.
Bramman,"Romance, Drama",4.3,3,"Siva is fascinated by cinema and runs a rundown movie theater. With his theater in financial trouble, he goes to Chennai to meet his childhood friend Madankumar, who is now a film director, and seek his help."
Masani,"Drama, Thriller",0,0,"The brother of a rich landlord falls in love with a lower caste girl but his haughty sister-in-law murders him. The girl, who is pregnant with his child, is made an outcast and dies during childbirth only to return as a ghost and haunt the village."
Mazhai,Romance,5,3,"Arjun, an unemployed youngster and Deva a powerful don both fall in love with Sailaja, a middle-class beauty, at the same time on a rainy day at a railway station. Arjun keeps bumping into Sailaja coincidentally every time it rains. This makes them both feel that it is perhaps the rain that keeps bringing them together, and they start to fall in love. Deva, on the other hand, takes the back-door route to get the girl, with the help of her good-for-nothing father."
Amma Kanakku,"Drama, Family",5.9,7,A mother tries to persuade her daughter who has given up on her studies to pursue her education despite the financial burdens.
Kubera Rasi,"Crime, Thriller",0,0,Kubera Rasi is a crime – thriller Tamil movie directed by R. Radhakrishnan. The film produced by I & B Movies
Castle Mariamman,,0,0,Devotional Tamil movie.
Vennila Veedu,,0,0,"Vennila Veedu is a 2014 Tamil film directed by Vetri Mahalingam. The film stars Senthil, Vijayalakshmi, Pandi and VJ Settai Senthil in lead roles."
Thillu Mullu,Comedy,4.3,6,"A situational comedy with some sparkling lines, the film is about Pasupathy who is in dire need of a job, and of the lie he tells to land one. The lie helps him gain the confidence of his eccentric employer, and endear Pasupathy to him. To cover up the lie, Pasupathy has to spin many more yarns with his family and friends supporting his stories. At one point, he conjures up a twin, Kandhan, a karate master, and even a fake mother. But when Kandhan falls in love with the boss’s daughter Janani, matters spiral out of his control."
Orr Eravuu,"Horror, Mystery, Thriller",0,0,A Paranormal Investigator's one night experience of his 19th and last case in a haunted house at Munnar.
Mundhinam Paartheney,"Comedy, Romance, Drama",0,0,"Sanjay wants a wife who is educated but traditional. Unfortunately, all his attempts to impress the two girls of his choice fail. Later, his colleague Anu enters his life."
Dhanam,Drama,0,0,"Ananthakrishnan, coming from a conservative and rich Brahmin family, falls in love at first sight with Dhanam, a beautiful prostitute. Soon Ananthu proposes to her and she says that she will marry him if his family accepts her knowing her past. Cunning astrologer of  Ananthu's family is lusting after her & plots his own agenda with Dhanam using this."
Maya Kannadi,,0,0,"Maya Kannadi is a Tamil film directed by Cheran. It's his ninth directorial venture. He also plays the lead role with Navya Nair. Subbu, son of veteran producer Panchu Arunachalam is the producer. Ilayaraaja scores the music and Sarath Kumar, Arya and Malavika make cameo appearances in the film."
Vanna Thamizh Paatu,"Romance, Drama",0,0,"The secret son-in-law of an influential family, where everyone hates love and romance, arrives posing as a servant in order to gain their affection."
Bharathi,Drama,0,0,"A biographical account of the life of the Indian freedom fighter, Mahakavi Subramaniya Bharathiar, who defied conventional norms to bring equality in society."
Koodi Vazhnthal Kodi Nanmai,"Comedy, Drama, Family",5.3,2,Koodi Vazhnthal Kodi Nanmai is the story of three brother and their families who live together.
Neruppu Da,"Romance, Action",4.8,4,"Guru and his friends' ambition is to become firemen, but a run in with a gangster threatens to bring their dream crashing down."
Roja Koottam,Romance,5,4,Two friends fall in love with the same girl.
Ayothi,"Family, Drama, Thriller",0,0,"A four member family from Ayodhya, headed by conservative, religious patriarch, Balram, his wife Janaki, daughter Shivani and son Sonu goes on a spiritual trip to Rameswaram. Things get complicated when Janki dies in an accident and the two kids endures at the hands of their fervently devout father. A Rameswaram localite, friend of the cab driver involved, with his other friend decides to help the family in returning their mother's remains to their homeland, despite all odds."
Idiot,"Horror, Comedy, Drama",6,1,"The descendants of two men who betrayed a royal family centuries ago are caught up in events that involve ghosts, revenge and kidnapping."
Plan Panni Pannanum,"Comedy, Romance",5.5,2,"To track down his friend's sister, who has eloped with her lover, a young man kidnaps her friend who knows about their whereabouts."
Murungakkai Chips,"Family, Comedy, Romance",3.5,2,"On their first night, a newly-wedded couple are forced to act with an agenda - while the guy has to remain celibate, the girl has ensure that they consummate the marriage. Who wins in the end?"
Sigai,"Drama, Thriller",5.7,3,A pimp must investigate the sudden disappearance of his network’s most demanded prostitute.
Thambi,"Action, Drama",6.3,4,"A man cannot tolerate injustice and opposes it in any form; this earns him the wrath of a local goon, who plans to get rid of him at all costs."
Taana,"Comedy, Drama, Horror",5.7,3,"Revolves around a family, in a village, where cops are regarded as kaaval deivam similar to Aiyanaar and Karuppan and most of the members of which have been in the police force for decades. All, except for One person, who vows to make his son a cop one day, despite troubles from supernatural forces.."
Vidiyum Munn,"Thriller, Drama",5.9,5,"Greed, lust and anger collide and threaten to rip apart the lives of two disparate women on the run to seek refuge. Vidiyum Munn explores the darker side of life and the emotional imbalance it can create in the hearts of those who succumb to it."
The Great Indian Kitchen,Drama,0,0,"Post her marriage, a woman tries to fit into the conventional mould that society has prescribed for married women. But somewhere along the way, she starts feeling that this is not the life she wants."
Ainthu Ainthu Ainthu,"Action, Drama",6.3,5,"Aravind suffers a serious brain damage from a car accident. He is somehow convinced that he lost his lover Liyana  in the unfortunate accident, but his brother swears that the girl did not even exist."
Kalavani Mappillai,"Action, Comedy, Romance",7,1,"A young man in order to marry the love of his life, he has to hide the fact that he can't drive from the girl's mother."
Podaa Podi,"Comedy, Romance",5.9,6,"Arjun and Nisha happily marry as they are madly in love with each other. However, trouble brews in their lives when they realize that they have to make a lot of sacrifices to make their marriage work."
Veyyil,Drama,7,3,"After receiving severe punishment from his father, the eldest son of a family runs away. Several years later, he returns back home with a feeling of remorse."
Majunu,"Action, Romance, Drama",6,3,"Vasanth (Prashanth) is a son of a wealthy MP Gajapathy (Raghuvaran) who hates love and against love marriage. Vasanth lives a fun-filled enjoyable life until he meets a girl (Rinke Khanna) while rushing to save a baby who is about to fall in a railway track while the girl also rushed for the same reason. He develops an attraction for that girl and again meets her in his college and knows her name to be Heena a Tamil speaking Bengali girl. Meanwhile, a trap is set for MP Gajapathy to kill him by explosion in a public gathering. Heena who is on an education trip to Chennai searches for some books in a book shop. Since the book is not available that day she has to come again to the shop and while leaving the shop some sound comes from her bag which she funnily mentions it to be a bomb which on explosion will destroy 20 km. The shop-keeper laughs on her fun. But the sound is actually the sound of watch alarm which she kept it inside."
Sarabham,"Thriller, Crime, Mystery",5.3,5,"Despite being an honest man, Vikram, in order to get extra money without being caught, hatches a plan to kidnap Shruti. His actions land him in trouble and he realises that he is being framed."
Pori,"Action, Drama",6,1,"Hari (Jeeva) is an unemployed youth who runs a pavement book shop in Tripiclane area. His father (Nagesh) an upright retired school teacher buys him a shop in a building with his PF money. He names it “Periyar Bookshop” and runs it with friend Karunas. Meanwhile he constantly bumps into Pooja (Pooja), a television reporter and a love-hate relationship happens! However, one day a Malaysian based businessman (Seeman) comes and evicts him from the shop claiming that the place belongs to him. Hari discovers that his father was cheated by a land mafia gang which specializes in forged documents and is hand-in-glove with revenue officials. Hari decides to take the gauntlet and unveil the evil forces behind those property grabbers."
Nan Avan illa :2,"Comedy, Action, Romance",5.2,3,"Naan Avanillai 2 (English: I am Not Him) is a 2009 Tamil romantic mystery film directed by Selva. It is the sequel to the Naan Avanillai (2007). Jeevan reprises the lead role, while the female roles are enacted by Sangeetha, Lakshmi Rai, Shweta Menon and Sruthi Prakash and Rachana Maurya. D. Imman, who did the film score for the first part of the film, replaced Vijay Antony as the music director. The film was released on 27 November 2009 to extremely negative reviews"
Kalavani 2,"Comedy, Drama",4.4,4,An irresponsible youngster locks horns with one of his relatives in a rural election.
Gulu Gulu,"Comedy, Adventure, Romance",6,1,A travel junkie with no one particular identity to himself creates a chaos when he sets out to help a group to rescue their friend.
Hello Naan Pei Pesuren,"Drama, Comedy, Horror, Romance",4.9,9,A thief steals the mobile phone of an accident victim not realising that her ghost now resides in the device.
Ennai Thalatta Varuvala,"Drama, Romance",0,0,"It centres around Vennila's connections with the three men in her life. Sathees (Ajith) who wins a college competition and becomes the object of the arrogant Vennila's ire. In a fit of pique, Vennila feigns love to him, gets him to marry her, and then ditches him on the wedding night. The whole affair leaving the innocent soft-hearted youth in a state of shock, and later hospitalised and in deep coma. Santosh, the new entrant to college, who chooses Vennila for his games of one-upmanship, leaving her puzzled as to his motive. And Amar, her fiance from abroad, who she later realises is a psychopath"
Shock,"Thriller, Horror, Drama",4,1,"Shock is an urban supernatural thriller set in urban surroundings.Satya (Prashanth), a married stock analyst is in search of a flat for him and his wife Sumi. He chooses a flat on the 12th floor of a huge building at Chennai. The flat has problem. The previous tenant, a young lady commits suicide in that apartment. On hearing this Sumi starts to lose sleep. She becomes distressed. Each night becomes a nightmare for her. What Satya thinks is a psychological problem begins to unravel into the unexplainable. He becomes helpless in the fight to save Sumi; Satya will have to reach out into the horrifying discovery --- The truth."
Kalvanin Kadhali,Romance,1,1,"Sathya is a Casanova by character and he sets his sights on Haritha and manages to woo her. She loves him whole heartedly and he is not in favor of that. At one moment he falls for Haritha, but at the same time, she comes to know about his real character, and she ends their relationship. The story is about how Sathya changes himself and earns her love back."
Simba,"Comedy, Drama, Fantasy",5.1,5,"A stoner befriends a Great Dane, who is the pet of his neighbour, and tries to make her fall in love with him."
Kandha Kadamba Kathir Vela,Drama,7,1,"A strict mother rejects her daughter for marrying a poor man and seeks rich women for her sons. However, all hell breaks loose when the sons too fall in love with women from poor families."
Seeru,"Action, Drama",4.8,5,A guy from a small-town takes on a ruthless criminal lawyer for his friend and sister(s).
Kudaikul Mazhai,"Romance, Drama",6.3,2,"An autorickshaw driver bumps into a beautiful young woman at a coffee shop, who seems to be smitten by him. He does not take her seriously at first, but finds his whole world turned upside down when he falls for her."
Tenaliraman,"Comedy, Drama",5.4,4,"In the fictional princely state of Vigada Nagar, the king's corrupt ministers strike a deal with the Chinese, giving them unrestricted access to trade in the kingdom. When the king makes a witty and intelligent fellow, Tenaliraman, as a minister, they are worried about their secret. Meanwhile, Tenaliraman seems to have a plan of his own..."
Chandi Veeran,"Family, Comedy, Drama, Romance",5.3,5,"A young man tries to make a case for his neighbouring village, which depends on his village for water. However, the men who call the shots in the place, especially the father of the girl he is in love with, will not give in that easily."
Odu Raja Odu,"Comedy, Drama",6.5,2,A wife wants her husband to get her a set-top box. The husband goes out to buy it with his drug peddler friend and gets into problems that soon spiral out of control.
Muthuramalingam,"Action, Drama, Family",2,2,A rural family known for their bravery and generosity are faced with a unexpected situation that poses a threat to their good reputation.
Karka Kasadara,Romance,1,1,"An NRI is returning to India to meet his grandparents for the first time. During his visit, he saves a girl from committing suicide and ends up falling for her. The girl, however, is expected to get married to another guy."
Aavi Kumar,"Horror, Romance, Comedy, Drama",4,2,"Aavi Kumar, a medium, gets into a tangle after he tells a sceptical cop he has charged the wrong man for a murder."
Vellaikaara Durai,"Romance, Comedy, Drama",4.5,2,"Murugan falls in love with Yamuna and with the help of his friend Paandi,he saves Yamuna from a marriage with a notorious money lender."
Ambuli,"Fantasy, Horror, Thriller",5.3,2,People in a village believe that a monster resides and creates havoc in the corn fields. Two students who study at a college near the village decide to investigate the matter. They are successful in capturing the monster.
Lift,"Horror, Thriller",5.6,4,A usual working day turns unusual for Guru and Harini when they get trapped in their haunted office. A patterned game unlocks a mystery and a lift is their only way out.
Sakkarakatti,Drama,2.5,2,"Sakkarakatti is a 2008 Tamil romance film directed by Kalaprabhu and produced by his father, Kalaipuli S. Dhanu. The film featured debutant Shanthnoo Bhagyaraj, son of veteran actor K. Bhagyaraj, in the lead role while Ishita Sharma and Vedhika also played significant roles. It also featured a successful soundtrack composed by A. R. Rahman, with the song ""Taxi Taxi"" sung by Benny Dayal becoming popular before the film's release. The film released on 26 September 2008 to normal reviews from critics and endured an average run at the box office"
Poi Solla Porom,"Drama, Comedy",8,2,"Sathyanathan is a typical middle class man who has just retired. He wants to buy a plot of land in the city and move in with his wife and children - Uppilinathan(Karthik Kumar), Vishwanathan and Sindhu. But his son Uppilinathan - who is a software engineer - has no interest in the house and is keen to leave India for New York, where he has obtained a job. Sathyanathan buys the plot from ""World Famous Properties"" which is managed by Vijayakumar."
Vattaram,"Action, Thriller",4.8,3,"Gurupadam, a ganglord, kicks out his driver due to certain accusations against him. The driver's son, Burma, grows up and joins the boss's gang with revenge on his mind."
Vellai Yaanai,Drama,6,1,"Vellai is a farmer from an economically self-sufficient village. But when he and the villagers take a bank's crop loan, they get caught in debt due to drought and low prices for crops. So few desperate farmers migrate to the city in search of a job. Can they pay off their debt? Or will they give up farming?"
Nasir,Drama,4.8,4,"Follows Nasir, a middle-aged street salesman, who belongs to the Islamic minority and who lives with his mother Fatima, his wife Taj and his cousin Iqbal in a densely populated ghetto. As his day unfolds we find him to be a nimble romantic, marshalling a love of love, song, children, friendship, and even God to rise into something resembling a life well lived. But the increasing communal bigotry has other plans."
Pulikkuthi Pandi,"Action, Romance",4,1,"A ruthless youngster becomes a kind and humble husband for his wife but as fate turns brutal, his patience is tested."
Vennila Kabaddi Kuzhu 2,Drama,4,2,"The son of a disgraced kabaddi player realises his father's dream of helping his team, Vennila Kabadi Kuzhu, win the title in a kabaddi tournament."
Kazhugu,"Comedy, Thriller",6.2,3,"The film revolves round the lives, joys and sorrows of three friends, whose profession has to do with handling corpses."
Varushamellam Vasantham,"Drama, Romance, Family",0,0,"An unemployed young man sacrifices his love for a girl who is engaged to marry his brother, but ends up earning the affection of his grandfather."
Dhayam,Thriller,4.7,3,Eight individuals shortlisted for the position of CEO of an organization are left in a room which tricks their mind and tests their skills of survival.
Thatrom Thookrom,Action,4,1,The story revolves around three smart boys who determines to outwit the villain and make their dream of becoming rich come alive.
Adavi,Drama,2,1,A tribe in a mountain tries to save their land from a greedy estate owner.
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,"Comedy, Romance",1.8,3,An uneducated and naive young man from a family of Siddha doctors wants to marry an educated woman so that he won't be cheated in life. He marries a girl lying that he is a doctor but the girl has her own secrets...
Carbon,"Action, Thriller",7,1,A man whose dreams come true tries to discover the identity of the hit-and-driver who has put his father in critical condition.
April Maadhathil,Romance,4.6,4,"Kathir comes from a poor family and aspires to study hard and start earning. After turning down many girls, he falls for Shweta, a rich girl, but both do not confess their feelings to each other."
Ishtam,"Comedy, Romance",3,2,"Saravanan is modern city guy while Sandhya is village modern girl who came to city to find a job. Sandhya meets Saravanan while going to an interview. At first they had some disagreements and fought. Then, it turn into love and they had a relationship. They decided to marry and their parents did not agree, but they still got married and started to live happily at Saravanan's place. They were happy for few months, but they did start to disagree and fight, so they decided to divorce. Both of them went to their parents house to live separately. Their parents decided to get them a new life partner. At first they agreed with their parents decision. But then the love between Sandhya and Saravanan is rekindled since they miss each other. They decided to cancel their second marriage and live together happily."
Achamindri,"Romance, Action",7,1,"A pickpocket, his girlfriend and a cop become the targets of an education racket. ​"
Uru,"Crime, Thriller",4.2,5,"A writer, whose writing is considered outdated due to the changing writing trends, leaves for Megamalai in search of solitude and wanting to write a new book. Upon arriving at Megamalai, a string of unfortunate events take place around him & his wife. Little does he know that it's not only his life that he's endangering."
Eli,Comedy,2.5,2,A small-time thief is asked by a cop to infiltrate a gang of smugglers and collect evidence against them.
Kondraal Paavam,"Crime, Thriller, Drama",0,0,A fortune teller tells a poverty-stricken family that their fate will change overnight when a mysterious traveler visits there home to stay overnight.
Rajavum 5 Koojavum,Comedy,0,0,A group of 6 friends plans to travel to Srilanka. The hurdles and issues faced by the gang during their journey and the secretive reason behind it forms the crux.
Sei,"Drama, Thriller, Romance",4.3,3,A wannabe actor lands himself in trouble when he disguises as an ambulance driver to help his bed-ridden father
